Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.0,2200,2,1100.0,1100.0,1085,1115,21.2,"void cudf::detail::single_thread_kernel<std::unique_ptr<cudf::scalar, std::default_delete<cudf::scalar>> cudf::detail::<unnamed>::get_element_functor::operator ()<long, (void *)0>(const cudf::column_view &, int, rmm::cuda_stream_view, cuda::mr::__4::__version_bump_ver4_::resource_ref<cuda::mr::__4::device_accessible>)::[lambda() (instance 1)]>(T1)"
0.0,2171,1,2171.0,2171.0,2171,2171,0.0,"void cub::detail::scan_by_key::DeviceScanByKeyKernel<cub::detail::scan_by_key::policy_selector_from_hub<cub::detail::scan_by_key::policy_hub<thrust::transform_iterator<cudf::io::parquet::detail::get_page_chunk_idx, cudf::io::parquet::detail::PageInfo *, thrust::use_default, thrust::use_default>, int, int, cuda::std::__4::plus<void>>>, thrust::transform_iterator<cudf::io::parquet::detail::get_page_chunk_idx, cudf::io::parquet::detail::PageInfo *, thrust::use_default, thrust::use_default>, thrust::transform_iterator<cudf::io::parquet::detail::get_page_num_rows, cudf::io::parquet::detail::PageInfo *, thrust::use_default, thrust::use_default>, cudf::io::parquet::detail::chunk_row_output_iter, cub::ReduceByKeyScanTileState<int, int, (bool)1>, cuda::std::__4::equal_to<void>, cuda::std::__4::plus<void>, int, unsigned int, int, int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)"
0.0,2081,2,1040.5,1040.5,905,1176,191.6,"void cub::detail::batch_memcpy::InitTileStateKernel<cub::ScanTileState<unsigned int, (bool)1>, cub::ScanTileState<unsigned int, (bool)1>, unsigned int>(T1, T2, T3)"
0.0,1900,1,1900.0,1900.0,1900,1900,0.0,"void cub::detail::scan::DeviceScanKernel<cub::detail::scan::policy_selector_from_types<thrust::transform_iterator<cuda::__4::__detail::__return_type_wrapper<int, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(unsigned long) (instance 1)]>, cuda::__4::counting_iterator<unsigned long, __int128>, int, int>, int *, int, unsigned int, cuda::std::__4::plus<int>>, thrust::transform_iterator<cuda::__4::__detail::__return_type_wrapper<int, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(unsigned long) (instance 1)]>, cuda::__4::counting_iterator<unsigned long, __int128>, int, int>, int *, cub::ScanTileState<int, (bool)1>, cuda::std::__4::plus<int>, cub::detail::InputValue<int, int *>, unsigned int, int, (bool)0, int>(T2, T3, cub::detail::scan::tile_state_kernel_arg_t<T4, T8>, int, T5, T6, T7, int)"
0.0,1809,1,1809.0,1809.0,1809,1809,0.0,"void cub::detail::select::DeviceSelectSweepKernel<cub::detail::select::policy_selector_from_types<int *, cub::NullType *, int *, long, (cub::SelectImpl)0>, int *, cub::NullType *, int *, unsigned long *, cub::ScanTileState<int, (bool)1>, cudf::io::parquet::detail::row_counts_nonzero, cub::NullType, int, cub::detail::select::streaming_context_t<long, (bool)1>, (cub::SelectImpl)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, T10, cub::detail::vsmem_t)"
0.0,1809,1,1809.0,1809.0,1809,1809,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::permutation_iterator<const bool *, cudf::detail::input_indexalator>>, bool *>, int, cuda::__4::always_true, cuda::std::__4::identity, bool *, thrust::permutation_iterator<const bool *, cudf::detail::input_indexalator>>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1809,1,1809.0,1809.0,1809,1809,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<thrust::transform_iterator<cudf::detail::pair_accessor<double, (bool)0>, cuda::__4::counting_iterator<int, long>, thrust::use_default, thrust::use_default>>, bool *>, int, cuda::__4::always_true, cudf::detail::is_not_nan(const cudf::column_view &, rmm::cuda_stream_view, cuda::mr::__4::__version_bump_ver4_::resource_ref<cuda::mr::__4::device_accessible>)::[lambda(T1) (instance 1)], bool *, thrust::transform_iterator<cudf::detail::pair_accessor<double, (bool)0>, cuda::__4::counting_iterator<int, long>, thrust::use_default, thrust::use_default>>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1809,2,904.5,904.5,904,905,0.7,"void cub::detail::scan::DeviceCompactInitKernel<cub::ScanTileState<int, (bool)1>, long *>(T1, int, T2)"
0.0,1779,2,889.5,889.5,874,905,21.9,"void cub::detail::scan::DeviceCompactInitKernel<cub::ScanTileState<int, (bool)1>, unsigned long *>(T1, int, T2)"
0.0,1778,2,889.0,889.0,874,904,21.2,"void cub::detail::scan::DeviceCompactInitKernel<cub::ReduceByKeyScanTileState<int, unsigned long long, (bool)1>, unsigned long *>(T1, int, T2)"
0.0,1689,1,1689.0,1689.0,1689,1689,0.0,"void cub::detail::scan::DeviceScanKernel<cub::detail::scan::policy_selector_from_types<int *, int *, int, unsigned int, cuda::std::__4::plus<void>>, int *, int *, cub::ScanTileState<int, (bool)1>, cuda::std::__4::plus<void>, cub::detail::InputValue<int, int *>, unsigned int, int, (bool)0, int>(T2, T3, cub::detail::scan::tile_state_kernel_arg_t<T4, T8>, int, T5, T6, T7, int)"
0.0,1629,1,1629.0,1629.0,1629,1629,0.0,"void cub::detail::reduce_by_key::DeviceReduceByKeyKernel<cub::detail::reduce_by_key::policy_selector_from_types<cuda::std::__4::plus<void>, int, int>, thrust::transform_iterator<cudf::io::parquet::detail::get_page_key, cuda::std::__4::__wrap_iter<const cudf::io::parquet::detail::PageInfo *>, thrust::use_default, thrust::use_default>, cuda::__4::discard_iterator, cuda::__4::constant_iterator<int, long>, int *, unsigned long *, cub::ReduceByKeyScanTileState<int, unsigned long long, (bool)1>, cuda::std::__4::equal_to<void>, cuda::std::__4::plus<void>, unsigned long long, int, cub::NullType>(T2, T3, T4, T5, T6, T7, int, T8, T9, T10, T12, cub::detail::vsmem_t)"
0.0,1538,1,1538.0,1538.0,1538,1538,0.0,"void cub::detail::scan::DeviceScanKernel<cub::detail::scan::policy_selector_from_types<unsigned long *, unsigned long *, unsigned long, unsigned int, cuda::std::__4::plus<void>>, unsigned long *, unsigned long *, cub::ScanTileState<unsigned long, (bool)1>, cuda::std::__4::plus<void>, cub::detail::InputValue<unsigned long, unsigned long *>, unsigned int, unsigned long, (bool)0, unsigned long>(T2, T3, cub::detail::scan::tile_state_kernel_arg_t<T4, T8>, int, T5, T6, T7, int)"
0.0,1447,1,1447.0,1447.0,1447,1447,0.0,"void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_types<bool, unsigned long long, cuda::std::__4::logical_or<bool>>, cudf::io::parquet::detail::PageInfo *, bool *, unsigned long long, cuda::std::__4::logical_or<bool>, bool, bool, cuda::__4::__detail::__return_type_wrapper<bool, cudf::io::parquet::detail::compute_page_string_sizes_pass2(cudf::detail::hostdevice_span<cudf::io::parquet::detail::PageInfo>, cudf::detail::hostdevice_span<const cudf::io::parquet::detail::ColumnChunkDesc>, rmm::device_uvector<unsigned char> &, rmm::cuda_stream_view)::[lambda(const T1 &) (instance 1)]>>(T2, T3, T4, T5, T6, T8)"
0.0,1387,1,1387.0,1387.0,1387,1387,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)0, (bool)1, cuda::std::__4::tuple<cuda::__4::constant_iterator<bool, long>>, thrust::permutation_iterator<bool *, const int *>>, int, cuda::__4::always_true, cuda::__4::__callable_permitting_copied_arguments<cuda::std::__4::identity>, thrust::permutation_iterator<bool *, const int *>, cuda::__4::constant_iterator<bool, long>>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1357,1,1357.0,1357.0,1357,1357,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<cuda::__4::counting_iterator<int, long>>, bool *>, int, cuda::__4::always_true, cudf::detail::is_valid(const cudf::column_view &, rmm::cuda_stream_view, cuda::mr::__4::__version_bump_ver4_::resource_ref<cuda::mr::__4::device_accessible>)::[lambda(T1) (instance 1)], bool *, cuda::__4::counting_iterator<int, long>>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1327,1,1327.0,1327.0,1327,1327,0.0,"void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_types<unsigned long, unsigned long long, cuda::std::__4::plus<void>>, int *, unsigned long *, unsigned long long, cuda::std::__4::plus<void>, unsigned long, unsigned long, unsigned long cudf::detail::count_if<cudf::io::parquet::detail::row_counts_different, int *>(T2, T2, T1, rmm::cuda_stream_view)::[lambda(const T1 &) (instance 1)]>(T2, T3, T4, T5, T6, T8)"
0.0,1297,1,1297.0,1297.0,1297,1297,0.0,"void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_types<int, unsigned long long, cuda::__4::maximum<int>>, thrust::transform_iterator<cuda::__4::__detail::__return_type_wrapper<int, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(int) (instance 1)]>, cuda::__4::counting_iterator<int, long>, thrust::use_default, thrust::use_default>, int *, unsigned long long, cuda::__4::maximum<int>, int, int, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.0,1297,1,1297.0,1297.0,1297,1297,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<cuda::std::__4::__wrap_iter<const cudf::io::parquet::detail::PageInfo *>>, int *>, int, cuda::__4::always_true, cuda::__4::__detail::__return_type_wrapper<int, cudf::io::parquet::detail::sort_pages(cuda::std::__4::span<const cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, cuda::std::__4::span<const cudf::io::parquet::detail::ColumnChunkDesc, (unsigned long)18446744073709551615>, rmm::cuda_stream_view)::[lambda(const cudf::io::parquet::detail::PageInfo &) (instance 1)]>, int *, const cudf::io::parquet::detail::PageInfo *>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1296,1,1296.0,1296.0,1296,1296,0.0,"void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_types<unsigned int, unsigned long long, cuda::std::__4::bit_or<unsigned int>>, const cudf::io::parquet::detail::PageInfo *, unsigned int *, unsigned long long, cuda::std::__4::bit_or<unsigned int>, unsigned int, unsigned int, cudf::io::parquet::detail::<unnamed>::mask_tform>(T2, T3, T4, T5, T6, T8)"
0.0,1267,1,1267.0,1267.0,1267,1267,0.0,cupy_equal__float64_float_bool
0.0,1267,1,1267.0,1267.0,1267,1267,0.0,"void cub::detail::reduce::DeviceReduceSingleTileKernel<cub::detail::reduce::policy_selector_from_types<unsigned long, unsigned long long, cuda::std::__4::plus<unsigned long>>, thrust::transform_iterator<cudf::io::parquet::detail::get_chunk_compressed_size, cudf::io::parquet::detail::ColumnChunkDesc *, thrust::use_default, thrust::use_default>, unsigned long *, unsigned long long, cuda::std::__4::plus<unsigned long>, unsigned long, unsigned long, cuda::std::__4::identity>(T2, T3, T4, T5, T6, T8)"
0.0,1237,1,1237.0,1237.0,1237,1237,0.0,"void cudf::detail::single_thread_kernel<std::unique_ptr<cudf::scalar, std::default_delete<cudf::scalar>> cudf::detail::<unnamed>::get_element_functor::operator ()<double, (void *)0>(const cudf::column_view &, int, rmm::cuda_stream_view, cuda::mr::__4::__version_bump_ver4_::resource_ref<cuda::mr::__4::device_accessible>)::[lambda() (instance 1)]>(T1)"
0.0,1176,1,1176.0,1176.0,1176,1176,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)0, (bool)1, cuda::std::__4::tuple<cuda::__4::counting_iterator<long, __int128>>, int *>, int, cuda::__4::always_true, cuda::__4::__callable_permitting_copied_arguments<thrust::system::detail::generic::detail::compute_sequence_value<int>>, int *, cuda::__4::counting_iterator<long, __int128>>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1176,1,1176.0,1176.0,1176,1176,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)1, (bool)1, cuda::std::__4::tuple<cuda::__4::counting_iterator<unsigned long, __int128>>, cudf::io::parquet::detail::page_span *>, int, cuda::__4::always_true, cudf::io::parquet::detail::get_page_span_by_column, cudf::io::parquet::detail::page_span *, cuda::__4::counting_iterator<unsigned long, __int128>>(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,1085,1,1085.0,1085.0,1085,1085,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, cuco::detail::initialize_functor<long, int>>(T2, T3)"
0.0,1056,1,1056.0,1056.0,1056,1056,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, __int128, cub::DeviceFor::__op_wrapper_t<__int128, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(unsigned long) (instance 2)], cuda::__4::counting_iterator<unsigned long, __int128>>>(T2, T3)"
0.0,1056,1,1056.0,1056.0,1056,1056,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, int, cuco::detail::initialize_functor<int, int>>(T2, T3)"
0.0,1055,1,1055.0,1055.0,1055,1055,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, cub::DeviceFor::__op_wrapper_t<long, cudf::io::parquet::detail::set_str_dict_index_count, cudf::io::parquet::detail::PageInfo *>>(T2, T3)"
0.0,1025,1,1025.0,1025.0,1025,1025,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, cub::DeviceFor::__op_wrapper_t<long, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(const cudf::io::parquet::detail::PageInfo &) (instance 1)], cudf::io::parquet::detail::PageInfo *>>(T2, T3)"
0.0,1025,1,1025.0,1025.0,1025,1025,0.0,"void cub::detail::transform::transform_kernel<cub::detail::transform::policy_selector_from_types<(bool)0, (bool)1, cuda::std::__4::tuple<>, unsigned long *>, int, cuda::__4::always_true, cub::detail::__return_constant<int>, unsigned long *, >(T2, int, bool, T3, T4, T5, cub::detail::transform::kernel_arg<T6>...)"
0.0,996,1,996.0,996.0,996,996,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cuda_cub::__uninitialized_fill::functor<int *, int>>(T2, T3)"
0.0,995,1,995.0,995.0,995,995,0.0,"void cub::detail::for_each::static_kernel<cub::detail::for_each::policy_selector, long, thrust::cuda_cub::__uninitialized_fill::functor<bool *, bool>>(T2, T3)"
0.0,935,1,935.0,935.0,935,935,0.0,"void cub::detail::scan_by_key::DeviceScanByKeyInitKernel<cub::ReduceByKeyScanTileState<int, int, (bool)1>, thrust::transform_iterator<cudf::io::parquet::detail::get_page_chunk_idx, cudf::io::parquet::detail::PageInfo *, thrust::use_default, thrust::use_default>, unsigned int>(T1, T2, cuda::std::__4::iterator_traits<T2, void>::value_type *, T3, int)"
0.0,935,1,935.0,935.0,935,935,0.0,"void cub::detail::scan_by_key::DeviceScanByKeyInitKernel<cub::ReduceByKeyScanTileState<unsigned long, int, (bool)1>, thrust::transform_iterator<cudf::io::parquet::detail::get_page_key, cuda::std::__4::__wrap_iter<const cudf::io::parquet::detail::PageInfo *>, thrust::use_default, thrust::use_default>, unsigned int>(T1, T2, cuda::std::__4::iterator_traits<T2, void>::value_type *, T3, int)"
0.0,905,1,905.0,905.0,905,905,0.0,"void cub::detail::find::init_found_pos_pointer<unsigned int, unsigned int>(T1 *, T2)"
0.0,905,1,905.0,905.0,905,905,0.0,"void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<int *, int *, int, unsigned int, cuda::std::__4::plus<void>>, int *, int *, cub::ScanTileState<int, (bool)1>, int>(cub::detail::scan::tile_state_kernel_arg_t<T4, T5>, int)"
0.0,905,1,905.0,905.0,905,905,0.0,"void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<unsigned long *, unsigned long *, unsigned long, unsigned int, cuda::std::__4::plus<void>>, unsigned long *, unsigned long *, cub::ScanTileState<unsigned long, (bool)1>, unsigned long>(cub::detail::scan::tile_state_kernel_arg_t<T4, T5>, int)"
0.0,904,1,904.0,904.0,904,904,0.0,"void cub::detail::scan::DeviceCompactInitKernel<cub::ReduceByKeyScanTileState<unsigned long, unsigned long long, (bool)0>, unsigned long *>(T1, int, T2)"
0.0,875,1,875.0,875.0,875,875,0.0,"void cub::detail::scan::DeviceScanInitKernel<cub::detail::scan::policy_selector_from_types<thrust::transform_iterator<cuda::__4::__detail::__return_type_wrapper<int, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(unsigned long) (instance 1)]>, cuda::__4::counting_iterator<unsigned long, __int128>, int, int>, int *, int, unsigned int, cuda::std::__4::plus<int>>, thrust::transform_iterator<cuda::__4::__detail::__return_type_wrapper<int, cudf::io::parquet::detail::decode_page_headers(cudf::io::parquet::detail::pass_intermediate_data &, cuda::std::__4::span<cudf::io::parquet::detail::PageInfo, (unsigned long)18446744073709551615>, bool, rmm::cuda_stream_view)::[lambda(unsigned long) (instance 1)]>, cuda::__4::counting_iterator<unsigned long, __int128>, int, int>, int *, cub::ScanTileState<int, (bool)1>, int>(cub::detail::scan::tile_state_kernel_arg_t<T4, T5>, int)"
